Event Parameter Name,ARRAY Sub-parameter Name,Parameter Description,Parameter Size,Parameter Type,Logical value,Literal value,Parameter Resolution,Parameter Unit,Deprecated Since
EVENT_PARAM_PER_UL_SCELL_ACTIVITY_STATE_BEFORE_SELE,,"The UL SCell activation state for UL heavy UE before SCell re-configuration during a detection window. 
Only the secondary component carrier traffic (aka SCell) is included, i.e. the UE has another cell as its primary component carrier (PCell).",4,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID1,,"The physical cell identity for the cell that the UE measurement is for, 1st cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID1_2,,"The physical cell identity for the cell that the UE measurement is for, 1st cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID2,,"The physical cell identity for the cell that the UE measurement is for, 2nd cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID2_2,,"The physical cell identity for the cell that the UE measurement is for, 2nd cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID3,,"The physical cell identity for the cell that the UE measurement is for, 3rd cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID3_2,,"The physical cell identity for the cell that the UE measurement is for, 3rd cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID4,,"The physical cell identity for the cell that the UE measurement is for, 4th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID4_2,,"The physical cell identity for the cell that the UE measurement is for, 4th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID5,,"The physical cell identity for the cell that the UE measurement is for, 5th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID5_2,,"The physical cell identity for the cell that the UE measurement is for, 5th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID6,,"The physical cell identity for the cell that the UE measurement is for, 6th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID6_2,,"The physical cell identity for the cell that the UE measurement is for, 6th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID7,,"The physical cell identity for the cell that the UE measurement is for, 7th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID7_2,,"The physical cell identity for the cell that the UE measurement is for, 7th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID8,,"The physical cell identity for the cell that the UE measurement is for, 8th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PHYSICAL_CELLID8_2,,"The physical cell identity for the cell that the UE measurement is for, 8th cell in report. The measResultNeighCells are OPTIONAL fields in UE’s MeasurementReport message as defined in 3GPP 36.331.",2,UINT,,,1.0,,
EVENT_PARAM_PIM_AGGRESSOR_CELL_ID,,Cell ID of PIM aggressor cell,2,UINT,,,1.0,,
EVENT_PARAM_PIM_AGGRESSOR_NODE_ID,,Node ID of PIM aggressor cell,4,UINT,,,1.0,,
EVENT_PARAM_PIM_AGGRESSOR_PLMN_ID,,"PLMN ID of PIM aggressor cell, from perspective of eNodeB.",4,BINARY,,,,,
EVENT_PARAM_PIM_AGGRESSOR_TYPE,,Type of PIM aggressor cell in perspective of EnodeB.,1,ENUM,,,,,
EVENT_PARAM_PIM_AGGRESSOR_TYPE,,Type of PIM aggressor cell in perspective of EnodeB.,1,ENUM,EVENT_VALUE_PIM_LOCAL_AGGRESSOR,0.0,,,
EVENT_PARAM_PIM_AGGRESSOR_TYPE,,Type of PIM aggressor cell in perspective of EnodeB.,1,ENUM,EVENT_VALUE_PIM_REMOTE_LTE_AGGRESSOR,1.0,,,
EVENT_PARAM_PIM_AGGRESSOR_TYPE,,Type of PIM aggressor cell in perspective of EnodeB.,1,ENUM,EVENT_VALUE_PIM_REMOTE_NR_AGGRESSOR,2.0,,,
EVENT_PARAM_PIM_DETECTION_RELIABILITY,,"Value range: 0..5.
Low values are associated with results where there are no easily distinguishable victim-aggressor PIM relation.
High values imply clear sole or dual aggressor for this cell.",1,UINT,,,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,,,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,EVENT_VALUE_PIM_INTERFERENCE_PWR_112_108,0.0,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,EVENT_VALUE_PIM_INTERFERENCE_PWR_108_104,1.0,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,EVENT_VALUE_PIM_INTERFERENCE_PWR_104_100,2.0,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,EVENT_VALUE_PIM_INTERFERENCE_PWR_100_96,3.0,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,EVENT_VALUE_PIM_INTERFERENCE_PWR_96_92,4.0,,,
EVENT_PARAM_PIM_INTERFERENCE_PWR,,"Estimated PIM-originated UL interference level for this UL cell, the values are negative in dBm.",1,ENUM,EVENT_VALUE_PIM_INTERFERENCE_PWR_OVER_92,5.0,,,
EVENT_PARAM_PIM_TYPE,,Type of identified PIM victim-aggressor relation for this UL cell.,1,ENUM,,,,,
EVENT_PARAM_PIM_TYPE,,Type of identified PIM victim-aggressor relation for this UL cell.,1,ENUM,EVENT_VALUE_PIM_TYPE_NO_PIM,0.0,,,
EVENT_PARAM_PIM_TYPE,,Type of identified PIM victim-aggressor relation for this UL cell.,1,ENUM,EVENT_VALUE_PIM_TYPE_CLEAR_SINGLE_AGGRESSOR,1.0,,,
EVENT_PARAM_PIM_TYPE,,Type of identified PIM victim-aggressor relation for this UL cell.,1,ENUM,EVENT_VALUE_PIM_TYPE_CLEAR_AGGRESSOR_PAIR,2.0,,,
EVENT_PARAM_PIM_TYPE,,Type of identified PIM victim-aggressor relation for this UL cell.,1,ENUM,EVENT_VALUE_PIM_TYPE_LIKELY_SINGLE_AGGRESSOR,3.0,,,
EVENT_PARAM_PIM_TYPE,,Type of identified PIM victim-aggressor relation for this UL cell.,1,ENUM,EVENT_VALUE_PIM_TYPE_LIKELY_AGGRESSOR_PAIR,4.0,,,
EVENT_PARAM_PLMN_INDEX,,"It is the PLMN by which the UE is served. EVENT_PARAM_PLMN_INDEX = 0 refers to the primary PLMN in eNB.  EVENT_PARAM_PLMN_INDEX =1 refers to the first additional PLMN in the cell. EVENT_PARAM_PLMN_INDEX = 2 refers to the second additional PLMN in the cell and so on. EVENT_PARAM_PLMN_INDEX = 5 refers to the 5th additional PLMN in the cell. EVENT_PARAM_PLMN_INDEX = 6 refers to an unaccepted PLMN, that is, a PLMN that can not be associated with any PLMN configured in the cell or eNB.",1,UINT,,,1.0,,
EVENT_PARAM_PM_TRANSITION_TRIGGER,,Indicates whether entry into or exit from reduced observability mode was triggered  manually or automatically.,1,ENUM,,,,,
EVENT_PARAM_PM_TRANSITION_TRIGGER,,Indicates whether entry into or exit from reduced observability mode was triggered  manually or automatically.,1,ENUM,EVENT_VALUE_PM_PROTECTION_MANUAL,0.0,,,
EVENT_PARAM_PM_TRANSITION_TRIGGER,,Indicates whether entry into or exit from reduced observability mode was triggered  manually or automatically.,1,ENUM,EVENT_VALUE_PM_PROTECTION_AUTO,1.0,,,
EVENT_PARAM_POLYGON_1,,Length field of Parameter Polygon. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POLYGON_2,,Parameter Polygon from 1 to 16 Octet Strings defined in 3GPP TS 36.355. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POLYGON_3,,Parameter Polygon from 17 to 32 Octet Strings defined in 3GPP TS 36.355. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POLYGON_4,,Parameter Polygon from 33 to 48 Octet Strings defined in 3GPP TS 36.355. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POLYGON_5,,Parameter Polygon from 49 to 64 Octet Strings defined in 3GPP TS 36.355. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POLYGON_6,,Parameter Polygon from 65 to 80 Octet Strings defined in 3GPP TS 36.355. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POLYGON_7,,Parameter Polygon from 81 to 96 Octet Strings defined in 3GPP TS 36.355. Location information is OPTIONAL fields in UE MeasurementReport messages as defined in 3GPP 36.331.,17,BINARY,,,,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_0,,"Number of samples for the measured post equalizer SINR on NPUSCH, with SINR <= -5",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_1,,"Number of samples for the measured post equalizer SINR on NPUSCH, with -5 < SINR <= -2",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_10,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 14 < SINR <= 17",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_11,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 17 < SINR <= 20",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_12,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 20 < SINR",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_2,,"Number of samples for the measured post equalizer SINR on NPUSCH, with -2 < SINR <= 0",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_3,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 0< SINR <= 2",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_4,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 2 < SINR <= 4",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_5,,"NuNumber of samples for the measured post equalizer SINR on NPUSCH, with 4 < SINR <= 6",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_6,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 6 < SINR <= 8",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_7,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 8 < SINR <= 10",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_8,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 10 < SINR <= 12",3,UINT,,,1.0,,
EVENT_PARAM_POST_EQ_SINR_MEAS_NPUSCH_9,,"Number of samples for the measured post equalizer SINR on NPUSCH, with 12 < SINR <= 14",3,UINT,,,1.0,,
EVENT_PARAM_POWER_HEADROOM,,"index of UE Transmission Power Headroom, see 3GPP 36.133",1,UINT,,,1.0,,
EVENT_PARAM_POWER_HEADROOM_PRB_USED,,"The number of PRBs used, for the latest UL transmission with a Power Headroom Report",2,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_0,,Number of PRB pairs scheduled with one layer. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_1,,Number of PRB pairs scheduled with two layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_10,,Number of PRB pairs scheduled with eleven layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_11,,Number of PRB pairs scheduled with twelve layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_12,,Number of PRB pairs scheduled with thirteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_13,,Number of PRB pairs scheduled with fourteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_14,,Number of PRB pairs scheduled with fifteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_15,,Number of PRB pairs scheduled with sixteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_2,,Number of PRB pairs scheduled with three layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_3,,Number of PRB pairs scheduled with four layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_4,,Number of PRB pairs scheduled with five layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_5,,Number of PRB pairs scheduled with six layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_6,,Number of PRB pairs scheduled with seven layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_7,,Number of PRB pairs scheduled with eight layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_8,,Number of PRB pairs scheduled with nine layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_DL_9,,Number of PRB pairs scheduled with ten layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_0,,Number of PRB pairs scheduled with one layer. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_1,,Number of PRB pairs scheduled with two layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_10,,Number of PRB pairs scheduled with eleven layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_11,,Number of PRB pairs scheduled with twelve layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_12,,Number of PRB pairs scheduled with thirteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_13,,Number of PRB pairs scheduled with fourteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_14,,Number of PRB pairs scheduled with fifteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_15,,Number of PRB pairs scheduled with sixteen layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_2,,Number of PRB pairs scheduled with three layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_3,,Number of PRB pairs scheduled with four layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_4,,Number of PRB pairs scheduled with five layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_5,,Number of PRB pairs scheduled with six layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_6,,Number of PRB pairs scheduled with seven layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_7,,Number of PRB pairs scheduled with eight layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
EVENT_PARAM_PRBS_PER_MIMO_LAYERS_UL_8,,Number of PRB pairs scheduled with nine layers. Only applicable for Baseband Radio Node with TDD.,4,UINT,,,1.0,,
