Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
ENodeBFunction,EUtranCellFDD,SIB3,qHystSfHigh,1,"The additional hysteresis to be added, in High-mobility state, to qHyst.

Corresponds to 'Speed dependent ScalingFactor for Qhyst' in TS 36.304.",int32,-6..0,0,,dB,2.0,,,,
ENodeBFunction,EUtranCellFDD,SIB3,sIntraSearch,1,"Specifies the threshold when intra-frequency measurements are required.

Corresponds to SIntraSearchP in TS 36.304

Value 1000 means that the parameter is not present in System Information Block 3 and the UE applies the default value of infinity for SIntraSearchP.",int32,"0..62, 1000",1000,,dB,2.0,,,,
ENodeBFunction,EUtranCellFDD,SIB3,sNonIntraSearch,1,"Specifies the threshold when inter-frequency and inter RAT measurements are required.

Corresponds to SNonIntraSearchP in TS 36.304

Value 1000 means that the parameter is not present in System Information Block 3 and the UE applies the default value of infinity for SNonIntraSearchP.",int32,"0..62, 1000",0,,dB,2.0,,,,
ENodeBFunction,EUtranCellFDD,SIB3,sIntraSearchQ,1,"Parameter ""SIntraSearchQ"" in TS 36.304. If the field is not present, the UE applies the (default) value of 0 dB for SIntraSearchQ.",int32,0..31,0,,dB,,Including in system information depends on parameter sIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellFDD,SIB3,sIntraSearchP,1,"Parameter ""SIntraSearchP"" in TS 36.304. See descriptions under s-IntraSearch.",int32,0..62,62,,dB,2.0,Including in system information depends on parameter sIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellFDD,SIB3,sNonIntraSearchQ,1,"s-NonIntraSearchQ-r9
Parameter ""SnonIntraSearchQ"" in TS 36.304. If the field is not present, the UE applies the (default) value of 0 dB for SnonIntraSearch.",int32,0..31,0,,dB,,Including in system information depends on parameter sNonIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellFDD,SIB3,sNonIntraSearchP,1,"Parameter ""SnonIntraSearchP"" in TS 36.304. See descriptions under s-NonIntraSearch.",int32,0..62,0,,dB,2.0,Including in system information depends on parameter sNonIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellFDD,SIB3,threshServingLowQ,1,"Parameter ""ThreshServing, LowQ"" in TS 36.304.

Value 1000 means the parameter is not included in system information.",int32,"0..31, 1000",1000,,dB,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,sIntraSearchv920Active,1,Enables sending of sIntraSearch v920 parameters in SIB3,boolean,,false,,,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,sNonIntraSearchv920Active,1,Enables sending of sNonIntraSearch v920 parameters in SIB3,boolean,,false,,,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,qHyst,1,"Cell reselection parameter that defines the hysteresis value for ranking criteria.

Corresponds to Qhyst in TS 36.304.",int32,"0, 1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24",4,,dB,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,tEvaluation,1,"The duration for evaluating criteria to enter mobility states.

Corresponds to TCRmax in TS 36.304.",int32,"30, 60, 120, 180, 240",240,,s,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,tHystNormal,1,"The additional duration for evaluating criteria to enter Normal-mobility state.

Corresponds to TCRmaxHyst in TS 36.304.",int32,"30, 60, 120, 180, 240",240,,s,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,nCellChangeMedium,1,"The number of cell reselections during tEvaluation to enter Medium-mobility state.

Corresponds to NCR_M in TS 36.304.",int32,1..16,16,,,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,nCellChangeHigh,1,"The number of cell reselections during tEvaluation to enter High-mobility state.

Corresponds to NCR_H in TS 36.304.",int32,1..16,16,,,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,qHystSfMedium,1,"
The additional hysteresis to be added, in Medium-mobility state, to qHyst.

Corresponds to 'Speed dependent ScalingFactor for Qhyst' in TS 36.304.",int32,-6..0,0,,dB,2.0,,,,
ENodeBFunction,EUtranCellTDD,SIB3,qHystSfHigh,1,"The additional hysteresis to be added, in High-mobility state, to qHyst.

Corresponds to 'Speed dependent ScalingFactor for Qhyst' in TS 36.304.",int32,-6..0,0,,dB,2.0,,,,
ENodeBFunction,EUtranCellTDD,SIB3,sIntraSearch,1,"Specifies the threshold when intra-frequency measurements are required.

Corresponds to SIntraSearchP in TS 36.304

Value 1000 means that the parameter is not present in System Information Block 3 and the UE applies the default value of infinity for SIntraSearchP.",int32,"0..62, 1000",1000,,dB,2.0,,,,
ENodeBFunction,EUtranCellTDD,SIB3,sNonIntraSearch,1,"Specifies the threshold when inter-frequency and inter RAT measurements are required.

Corresponds to SNonIntraSearchP in TS 36.304

Value 1000 means that the parameter is not present in System Information Block 3 and the UE applies the default value of infinity for SNonIntraSearchP.",int32,"0..62, 1000",0,,dB,2.0,,,,
ENodeBFunction,EUtranCellTDD,SIB3,sIntraSearchQ,1,"Parameter ""SIntraSearchQ"" in TS 36.304. If the field is not present, the UE applies the (default) value of 0 dB for SIntraSearchQ.",int32,0..31,0,,dB,,Including in system information depends on parameter sIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellTDD,SIB3,sIntraSearchP,1,"Parameter ""SIntraSearchP"" in TS 36.304. See descriptions under s-IntraSearch.",int32,0..62,62,,dB,2.0,Including in system information depends on parameter sIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellTDD,SIB3,sNonIntraSearchQ,1,"s-NonIntraSearchQ-r9
Parameter ""SnonIntraSearchQ"" in TS 36.304. If the field is not present, the UE applies the (default) value of 0 dB for SnonIntraSearch.",int32,0..31,0,,dB,,Including in system information depends on parameter sNonIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellTDD,SIB3,sNonIntraSearchP,1,"Parameter ""SnonIntraSearchP"" in TS 36.304. See descriptions under s-NonIntraSearch.",int32,0..62,0,,dB,2.0,Including in system information depends on parameter sNonIntraSearchv920Active.,,,
ENodeBFunction,EUtranCellTDD,SIB3,threshServingLowQ,1,"Parameter ""ThreshServing, LowQ"" in TS 36.304.

Value 1000 means the parameter is not included in system information.",int32,"0..31, 1000",1000,,dB,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,sIntraSearchv920Active,1,Enables sending of sIntraSearch v920 parameters in SIB3,boolean,,false,,,,,,,
ENodeBFunction,EUtranCellTDD,SIB3,sNonIntraSearchv920Active,1,Enables sending of sNonIntraSearch v920 parameters in SIB3,boolean,,false,,,,,,,
ENodeBFunction,NbIotCell,PlmnIdentityRO,mcc,1,"The MCC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,NbIotCell,PlmnIdentityRO,mnc,1,"The MNC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,NbIotCell,PlmnIdentityRO,mncLength,1,"The length of the MNC part of a PLMN identity used in the radio network.
",int32,2..3,,,,,,,,
ENodeBFunction,EUtranCellFDD,PlmnIdentityRO,mcc,1,"The MCC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,EUtranCellFDD,PlmnIdentityRO,mnc,1,"The MNC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,EUtranCellFDD,PlmnIdentityRO,mncLength,1,"The length of the MNC part of a PLMN identity used in the radio network.
",int32,2..3,,,,,,,,
ENodeBFunction,TermPointToMme,PlmnIdentityRO,mcc,1,"The MCC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,TermPointToMme,PlmnIdentityRO,mnc,1,"The MNC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,TermPointToMme,PlmnIdentityRO,mncLength,1,"The length of the MNC part of a PLMN identity used in the radio network.
",int32,2..3,,,,,,,,
ENodeBFunction,EUtranCellTDD,PlmnIdentityRO,mcc,1,"The MCC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,EUtranCellTDD,PlmnIdentityRO,mnc,1,"The MNC part of a PLMN identity used in the radio network.
",int32,0..999,,,,,,,,
ENodeBFunction,EUtranCellTDD,PlmnIdentityRO,mncLength,1,"The length of the MNC part of a PLMN identity used in the radio network.
",int32,2..3,,,,,,,,
ENodeBFunction,NbIotCell,EutranCellCorner,cornerLatitude,1,The latitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the northen hemisphereare while negative values are used for the southern hemisphere.,int32,-90000000..90000000,0,"0.000001
",degrees,,,,,
ENodeBFunction,NbIotCell,EutranCellCorner,cornerLongitude,1,The longitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the eastern hemisphere while negative values are used for the western hemisphere.,int32,-180000000..180000000,0,0.000001,degrees,,,,,
ENodeBFunction,EUtranCellFDD,EutranCellCorner,cornerLatitude,1,The latitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the northen hemisphereare while negative values are used for the southern hemisphere.,int32,-90000000..90000000,0,"0.000001
",degrees,,,,,
ENodeBFunction,EUtranCellFDD,EutranCellCorner,cornerLongitude,1,The longitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the eastern hemisphere while negative values are used for the western hemisphere.,int32,-180000000..180000000,0,0.000001,degrees,,,,,
ENodeBFunction,CellPortion,EutranCellCorner,cornerLatitude,1,The latitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the northen hemisphereare while negative values are used for the southern hemisphere.,int32,-90000000..90000000,0,"0.000001
",degrees,,,,,
ENodeBFunction,CellPortion,EutranCellCorner,cornerLongitude,1,The longitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the eastern hemisphere while negative values are used for the western hemisphere.,int32,-180000000..180000000,0,0.000001,degrees,,,,,
ENodeBFunction,EUtranCellTDD,EutranCellCorner,cornerLatitude,1,The latitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the northen hemisphereare while negative values are used for the southern hemisphere.,int32,-90000000..90000000,0,"0.000001
",degrees,,,,,
ENodeBFunction,EUtranCellTDD,EutranCellCorner,cornerLongitude,1,The longitude of a cell polygon corner expressed in 10^(-6) degrees. Positive values are used for the eastern hemisphere while negative values are used for the western hemisphere.,int32,-180000000..180000000,0,0.000001,degrees,,,,,
ENodeBFunction,NbIotCell,EutranCellArea,posCellRadius,1,"Defines the cell radius in meters.


",int32,0..200000,0,,meter,,,,,
ENodeBFunction,NbIotCell,EutranCellArea,posCellOpeningAngle,1,"Defines the opening angle of a cell (3 dB beam width) in deci-degrees.

The value 0 is used to define an omni cell.",int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,NbIotCell,EutranCellArea,posCellBearing,1,Defines the cell bearing in deci-degrees clockwise from north.,int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,EUtranCellFDD,EutranCellArea,posCellRadius,1,"Defines the cell radius in meters.


",int32,0..200000,0,,meter,,,,,
ENodeBFunction,EUtranCellFDD,EutranCellArea,posCellOpeningAngle,1,"Defines the opening angle of a cell (3 dB beam width) in deci-degrees.

The value 0 is used to define an omni cell.",int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,EUtranCellFDD,EutranCellArea,posCellBearing,1,Defines the cell bearing in deci-degrees clockwise from north.,int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,CellPortion,EutranCellArea,posCellRadius,1,"Defines the cell radius in meters.


",int32,0..200000,0,,meter,,,,,
ENodeBFunction,CellPortion,EutranCellArea,posCellOpeningAngle,1,"Defines the opening angle of a cell (3 dB beam width) in deci-degrees.

The value 0 is used to define an omni cell.",int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,CellPortion,EutranCellArea,posCellBearing,1,Defines the cell bearing in deci-degrees clockwise from north.,int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,EUtranCellTDD,EutranCellArea,posCellRadius,1,"Defines the cell radius in meters.


",int32,0..200000,0,,meter,,,,,
ENodeBFunction,EUtranCellTDD,EutranCellArea,posCellOpeningAngle,1,"Defines the opening angle of a cell (3 dB beam width) in deci-degrees.

The value 0 is used to define an omni cell.",int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,EUtranCellTDD,EutranCellArea,posCellBearing,1,Defines the cell bearing in deci-degrees clockwise from north.,int32,-1..3599,-1,0.1,degrees,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringConfig,acBarringFactor,1,"If the random number drawn by the UE is lower than this value, access is allowed. Otherwise the access is barred.",int32,"0, 5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 75, 80, 85, 90, 95",95,,%,,"AC Barring Factor is automatically adjusted in SIB2, regardless of values in this struct, if corresponding AcBarringMode is set to AUTO and one of the following features is activated:
- Load-Based Access Barring
- Progressive Access Barring
- Progressive Barring of Special Access Classes
- PLMN-Specific Access Barring",,,
ENodeBFunction,EUtranCellFDD,AcBarringConfig,acBarringTime,1,Mean access barring time in seconds for mobile originating signalling.,int32,"4, 8, 16, 32, 64, 128, 256, 512",64,,s,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringConfig,acBarringForSpecialAC,0..5,"Access class barring for AC 11-15. The first instance in the list is for AC 11, second is for AC 12, and so on.",boolean,,"false,false,false,false,false",,,,"AC Barring for AC 11-15 is automatically adjusted in SIB2 regardless of values in this struct if the following apply:
- Corresponding AcBarringMode is set to AUTO.
- Progressive Barring of Special Access Classes or PLMN-Specific Access Barring feature is activated.",,,
ENodeBFunction,PlmnAbConfProfile,AcBarringConfig,acBarringFactor,1,"If the random number drawn by the UE is lower than this value, access is allowed. Otherwise the access is barred.",int32,"0, 5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 75, 80, 85, 90, 95",95,,%,,"AC Barring Factor is automatically adjusted in SIB2, regardless of values in this struct, if corresponding AcBarringMode is set to AUTO and one of the following features is activated:
- Load-Based Access Barring
- Progressive Access Barring
- Progressive Barring of Special Access Classes
- PLMN-Specific Access Barring",,,
ENodeBFunction,PlmnAbConfProfile,AcBarringConfig,acBarringTime,1,Mean access barring time in seconds for mobile originating signalling.,int32,"4, 8, 16, 32, 64, 128, 256, 512",64,,s,,,,,
ENodeBFunction,PlmnAbConfProfile,AcBarringConfig,acBarringForSpecialAC,0..5,"Access class barring for AC 11-15. The first instance in the list is for AC 11, second is for AC 12, and so on.",boolean,,"false,false,false,false,false",,,,"AC Barring for AC 11-15 is automatically adjusted in SIB2 regardless of values in this struct if the following apply:
- Corresponding AcBarringMode is set to AUTO.
- Progressive Barring of Special Access Classes or PLMN-Specific Access Barring feature is activated.",,,
ENodeBFunction,EUtranCellTDD,AcBarringConfig,acBarringFactor,1,"If the random number drawn by the UE is lower than this value, access is allowed. Otherwise the access is barred.",int32,"0, 5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 75, 80, 85, 90, 95",95,,%,,"AC Barring Factor is automatically adjusted in SIB2, regardless of values in this struct, if corresponding AcBarringMode is set to AUTO and one of the following features is activated:
- Load-Based Access Barring
- Progressive Access Barring
- Progressive Barring of Special Access Classes
- PLMN-Specific Access Barring",,,
ENodeBFunction,EUtranCellTDD,AcBarringConfig,acBarringTime,1,Mean access barring time in seconds for mobile originating signalling.,int32,"4, 8, 16, 32, 64, 128, 256, 512",64,,s,,,,,
ENodeBFunction,EUtranCellTDD,AcBarringConfig,acBarringForSpecialAC,0..5,"Access class barring for AC 11-15. The first instance in the list is for AC 11, second is for AC 12, and so on.",boolean,,"false,false,false,false,false",,,,"AC Barring for AC 11-15 is automatically adjusted in SIB2 regardless of values in this struct if the following apply:
- Corresponding AcBarringMode is set to AUTO.
- Progressive Barring of Special Access Classes or PLMN-Specific Access Barring feature is activated.",,,
ENodeBFunction,NbIotCell,SpectrumEmissionReqMapping,freqBand,1,A frequency band,int32,1..256,1,,,,,,,
ENodeBFunction,NbIotCell,SpectrumEmissionReqMapping,spectrumEmissionReq,1,"An additional spectrum emission requirement, as specified in 3GPP TS 36.101, table 6.2.4-1",enum NetworkSignallingValue,"NS_01
NS_03
NS_04
NS_05
NS_06
NS_07
NS_08
NS_09
NS_10
NS_11
NS_12
NS_13
NS_14
NS_15
NS_16
NS_17
NS_18
NS_19
NS_20
NS_21
NS_22
NS_23
NS_24
NS_25
NS_26
NS_27
NS_28
NS_29
NS_30
NS_31
NS_32
NS_35",NS_01,,,,,,,
ENodeBFunction,EUtranCellFDD,SpectrumEmissionReqMapping,freqBand,1,A frequency band,int32,1..256,1,,,,,,,
ENodeBFunction,EUtranCellFDD,SpectrumEmissionReqMapping,spectrumEmissionReq,1,"An additional spectrum emission requirement, as specified in 3GPP TS 36.101, table 6.2.4-1",enum NetworkSignallingValue,"NS_01
NS_03
NS_04
NS_05
NS_06
NS_07
NS_08
NS_09
NS_10
NS_11
NS_12
NS_13
NS_14
NS_15
NS_16
NS_17
NS_18
NS_19
NS_20
NS_21
NS_22
NS_23
NS_24
NS_25
NS_26
NS_27
NS_28
NS_29
NS_30
NS_31
NS_32
NS_35",NS_01,,,,,,,
ENodeBFunction,EUtranCellTDD,SpectrumEmissionReqMapping,freqBand,1,A frequency band,int32,1..256,1,,,,,,,
ENodeBFunction,EUtranCellTDD,SpectrumEmissionReqMapping,spectrumEmissionReq,1,"An additional spectrum emission requirement, as specified in 3GPP TS 36.101, table 6.2.4-1",enum NetworkSignallingValue,"NS_01
NS_03
NS_04
NS_05
NS_06
NS_07
NS_08
NS_09
NS_10
NS_11
NS_12
NS_13
NS_14
NS_15
NS_16
NS_17
NS_18
NS_19
NS_20
NS_21
NS_22
NS_23
NS_24
NS_25
NS_26
NS_27
NS_28
NS_29
NS_30
NS_31
NS_32
NS_35",NS_01,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringForMoDataPresence,1,Presence of IE ac-BarringForMO-Data in SIB2.,enum AcBarringMode,"OFF
MANUAL
AUTO",OFF,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringForMoSignPresence,1,Presence of IE ac-BarringForMO-Signalling in SIB2.,enum AcBarringMode,"OFF
MANUAL
AUTO",OFF,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringForCsfbPresence,1,Presence of IE ac-BarringForCSFB-r10 in SIB2.,enum AcBarringMode,"OFF
MANUAL
AUTO",OFF,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringForMmtelVoicePresence,1,Presence of IE ssac-BarringForMMTEL-Voice-r9 in SIB2.,enum AcBarringMode,"OFF
MANUAL
AUTO",OFF,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringForMmtelVideoPresence,1,Presence of IE ssac-BarringForMMTEL-Video-r9 in SIB2.,enum AcBarringMode,"OFF
MANUAL
AUTO",OFF,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringPriorityCsfb,1,Priority Level of CSFB Access Class used by Progressive Access Barring algorithm.,enum AcBarringPriorityLevel,"PRIORITY0
PRIORITY1
PRIORITY2
PRIORITY3
PRIORITY4",PRIORITY0,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringPriorityMoData,1,Priority Level of MO Data Access Class used by Progressive Access Barring algorithm.,enum AcBarringPriorityLevel,"PRIORITY0
PRIORITY1
PRIORITY2
PRIORITY3
PRIORITY4",PRIORITY0,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringPriorityMoSignaling,1,Priority Level of MO Signaling Access Class used by Progressive Access Barring algorithm.,enum AcBarringPriorityLevel,"PRIORITY0
PRIORITY1
PRIORITY2
PRIORITY3
PRIORITY4",PRIORITY0,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringPriorityMmtelVoice,1,Priority Level of MMTEL Voice Access Class used by Progressive Access Barring algorithm.,enum AcBarringPriorityLevel,"PRIORITY0
PRIORITY1
PRIORITY2
PRIORITY3
PRIORITY4",PRIORITY0,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringPriorityMmtelVideo,1,Priority Level of MMTEL Video Access Class used by Progressive Access Barring algorithm.,enum AcBarringPriorityLevel,"PRIORITY0
PRIORITY1
PRIORITY2
PRIORITY3
PRIORITY4",PRIORITY0,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringForEmergencySpecAcPres,1,Presence of IE ac-BarringForEmergency in SIB2.,enum AcBarringModeEm,"MANUAL
AUTO",MANUAL,,,,,,,
ENodeBFunction,EUtranCellFDD,AcBarringPresence,acBarringPrioCsfbSpecAc,5,Priority Levels of CSFB Special Access Classes used by Progressive Barring for Special Access Classes algorithm.,enum AcBarringPriorityLevel,"PRIORITY0
PRIORITY1
PRIORITY2
PRIORITY3
PRIORITY4","PRIORITY4,PRIORITY4,PRIORITY4,PRIORITY4,PRIORITY4",,,,,,,
