PmEvent Name,Event Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Description,Parameter Type,MANDATORY,DeprecatedSince,ReasonForDeprecation,UNIT,UsedSubrange,SupportedBands,SupportedDeployments,License,LimitationReason,EventParameterStatus,Filters,Filter Description,Filter DeprecatedSince,Filter ReasonForDeprecation,Filter Status
CuCpX2SgnbModificationConfirm,serving_plmn_id,8,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRefuse,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,nci,4,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,asn1,5,Payload,ASN.1-encoded SGNB MODIFICATION REFUSE message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,global_gnb_id,6,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,global_enb_id,7,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,serving_plmn_id,8,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRefuse,sgnb_initiated_modification,9,Payload,Indicates when a race condition between procedures is detected.,enum PmBooleanType,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,Status Preliminary,PRELIMINARY,,,,,
CuCpX2SgnbModificationRequest,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequest,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,asn1,6,Payload,ASN.1-encoded SGNB MODIFICATION REQUEST message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,gnb_id_length,7,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,global_gnb_id,8,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,global_enb_id,9,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequest,serving_plmn_id,10,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,asn1,6,Payload,ASN.1-encoded SGNB MODIFICATION REQUEST ACKNOWLEDGE message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,gnb_id_length,7,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,global_gnb_id,8,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,global_enb_id,9,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestAcknowledge,serving_plmn_id,10,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequestReject,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,asn1,6,Payload,ASN.1-encoded SGNB MODIFICATION REQUEST REJECT message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,gnb_id_length,7,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,global_gnb_id,8,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,global_enb_id,9,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequestReject,serving_plmn_id,10,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationRequired,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequired,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequired,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequired,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequired,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequired,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationRequired,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
